,지역,상호,주소,상표,셀프여부,경유,lat,lng
40,대전광역시,(주)가수원하늘셀프주유소,대전 서구 계백로 1176 (가수원동),SK에너지,Y,1295,36.3049583,127.3542328
41,대전광역시,대림주유소,대전 서구  계백로1290 (정림동),GS칼텍스,Y,1295,36.3077859,127.366271
42,대전광역시,중도석유(주)도마동주유소,대전 서구 계백로 1371 (도마동),GS칼텍스,Y,1295,36.3108922,127.374258
43,대전광역시,굿모닝주유소,대전광역시 서구  계백로 1376 (도마동),현대오일뱅크,N,1297,36.3105234,127.3750771
44,대전광역시,중도석유(주)가장주유소,대전 서구 갈마로 321 (가장동),GS칼텍스,Y,1315,36.3292231,127.3873714
45,대전광역시,가득주유소,대전광역시 서구 갈마로 322(가장동),현대오일뱅크,N,1315,36.3289779,127.3868498
46,대전광역시,가원주유소,대전 서구  갈마로 302 (가장동),GS칼텍스,Y,1309,36.330142,127.3853705
47,대전광역시,황금주유소,대전 서구 동서대로 1081 (내동),SK에너지,Y,1307,36.3290967,127.3810315
48,대전광역시,배재주유소,대전 서구 도솔로 57 (도마동),현대오일뱅크,N,1297,36.3158138,127.3731907
49,대전광역시,(주)에너비즈 명품주유소,대전 서구 배재로 218 (도마동),S-OIL,Y,1317,36.3278185,127.3708091
50,대전광역시,배재로주유소,대전 서구 배재로 210 (도마동),SK에너지,Y,1357,36.3272687,127.3708079
51,대전광역시,선진주유소,대전 서구 배재로 205,현대오일뱅크,N,1279,36.32687730000001,127.370066
52,대전광역시,(주)에너비즈 둔산주유소,대전 서구 유등로 667 (탄방동),현대오일뱅크,Y,1317,36.3464848,127.4014628
53,대전광역시,현대오일뱅크(주)직영 신대전셀프주유소,대전 서구 도산로 213 (변동),현대오일뱅크,Y,1335,36.3282528,127.3777169
54,대전광역시,은하수self주유소,대전 서구 도산로 123,S-OIL,Y,1315,36.3196091,127.3773701
55,대전광역시,씨앤에스유동(주)도안신도시주유소,대전 서구  도안동로 277 (도안동),S-OIL,Y,1328,36.3259999,127.3509287
56,대전광역시,(주)제이에너지 남산주유소,대전 서구 도산로 446 (용문동),GS칼텍스,N,1319,36.341895,127.3984623
57,대전광역시,갈마주유소,대전 서구 신갈마로 130,GS칼텍스,Y,1329,36.345155,127.3687869
58,대전광역시,우리주유소,대전광역시 서구 도산로 216,GS칼텍스,N,1355,36.3270738,127.3807657
59,대전광역시,지에스칼텍스㈜ 정림주유소,대전 서구 계백로 1277,GS칼텍스,Y,1359,36.3081397,127.3648262
60,대전광역시,동현주유소,대전 서구 계백로 1327 (정림동),S-OIL,N,1326,36.3097152,127.3696228
62,대전광역시,중동주유소,대전 서구 계룡로 344 (갈마동),알뜰주유소,N,1355,36.3535975,127.3671901
63,대전광역시,지에스칼텍스(주) GS내동주유소,대전 서구 내동 대덕대로 24,GS칼텍스,Y,1359,36.3357798,127.3710871
64,대전광역시,도마주유소,대전광역시 서구  도산로 27 (도마동),현대오일뱅크,N,1335,36.3119342,127.3820769
65,대전광역시,중도석유(주)대덕주유소,대전 서구 월평북로 84 (월평동),GS칼텍스,Y,1375,36.3620026,127.3776866
66,대전광역시,만년교주유소,대전 서구 계룡로 202 (월평동),SK에너지,Y,1365,36.3505702,127.3525472
67,대전광역시,용문주유소,대전 서구 도산로 336 (용문동),SK에너지,N,1355,36.3350093,127.3897099
68,대전광역시,중도석유(주)월드컵주유소,대전 서구 문정로 12 (탄방동),GS칼텍스,Y,1377,36.3453035,127.3814981
69,대전광역시,기성농협주유소,대전 서구 세점길 7 (흑석동),현대오일뱅크,N,1348,36.25456810000001,127.339986
70,대전광역시,괴정주유소,대전 서구 괴정로 113,GS칼텍스,N,1349,36.3377128,127.3856162
71,대전광역시,우리동네주유소,대전 서구 청사로 224,GS칼텍스,Y,1395,36.3594055,127.3887261
72,대전광역시,서남부주유소,대전 서구 계백로 1259 (정림동),SK에너지,N,1388,36.3076175,127.3627326
73,대전광역시,(주)우전에너지 대솔밭주유소,대전 서구 계백로 902 (관저동),SK에너지,N,1398,36.2991179,127.3249632
74,대전광역시,대전청사(코끼리),대전 서구 대덕대로 188 (둔산동),SK에너지,Y,1465,36.349595,127.3779859
75,대전광역시,구도일주유소 한밭,대전 서구  문정로 3 (둔산동),S-OIL,Y,1445,36.3452601,127.3802686
76,대전광역시,유진주유소,대전 서구 동서대로 1069 (내동),S-OIL,N,1487,36.3298819,127.3798557
77,대전광역시,한미주유소,대전 서구 월평중로 28 (월평동),S-OIL,N,1477,36.3570039,127.36424
78,대전광역시,삼정주유소,대전 서구 대덕대로 384 (만년동),S-OIL,Y,1497,36.3670905,127.3800186
79,대전광역시,백산주유소,대전광역시 서구  동서대로 1068 (변동),SK에너지,N,1699,36.3293224,127.3793756
80,대전광역시,금강주유소,대전 서구 갈마로 174 (괴정동),현대오일뱅크,N,-,36.3384488,127.3754735
81,대전광역시,(주)퍼스트오일,대전 유성구  현충원로 213 (갑동),현대오일뱅크,Y,1285,36.3605306,127.2947327
82,대전광역시,롯데마트 서대전점주유소,대전광역시 유성구  유성대로 26-37 (원내동),S-OIL,Y,1295,36.30048379999999,127.3248336
83,대전광역시,장대주유소,대전 유성구 유성대로 768 (장대동),현대오일뱅크,N,1295,36.3626747,127.3514259
84,대전광역시,계림주유소,대전 유성구 현충원로 201 (갑동),SK에너지,Y,1295,36.3604413,127.2933518
85,대전광역시,(주)에스엘 성림주유소,대전 유성구  유성대로 752번길 2 (장대동),S-OIL,Y,1295,36.35946819999999,127.3345097
86,대전광역시,위성주유소,대전 유성구 현충원로 489 (장대동),현대오일뱅크,Y,1295,36.3597418,127.3251242
87,대전광역시,화암동셀프주유소,대전 유성구 대덕대로 804 (화암동),현대오일뱅크,Y,1325,36.4017099,127.3750134
88,대전광역시,(주)한진 대정주유소,대전 유성구 대정로 67,S-OIL,Y,1309,36.317203,127.3185743
89,대전광역시,태평양주유소,대전 유성구 한밭대로 376 (궁동),SK에너지,Y,1317,36.36280259999999,127.3413074
90,대전광역시,(주)학하 학하셀프주유소,대전 유성구 학하로 189 (복용동),SK에너지,Y,1314,36.3446892,127.3141829
91,대전광역시,지에스칼텍스(주)21세기주유소,대전 유성구 유성대로 845,GS칼텍스,Y,1364,36.3626747,127.3514259
92,대전광역시,KH에너지(주)직영하이웨이 주유소,대전광역시 유성구  현충원로531 (장대동),SK에너지,N,1304,36.3588584,127.3297381
93,대전광역시,한밭대로주유소,대전 유성구 한밭대로 305 (장대동),현대오일뱅크,Y,1354,36.3658358,127.3347396
94,대전광역시,㈜제트에너지서대전주유소,대전광역시 유성구 계백로 212(방동),현대오일뱅크,Y,1319,36.2701823,127.2734324
95,대전광역시,(주)유성하나로셀프주유소,대전 유성구 한밭대로 295 (장대동),SK에너지,Y,1357,36.3663828,127.3334378
96,대전광역시,씨앤에스유통(주)진성주유소,대전 유성구 북유성대로 155 (지족동),S-OIL,Y,1348,36.3801139,127.322834
97,대전광역시,대성주유소,대전광역시 유성구  아리랑로12 번지(원촌동),S-OIL,Y,1337,36.3793555,127.40772
98,대전광역시,유성IC주유소,대전 유성구 현충원로 545,GS칼텍스,Y,1309,36.3583148,127.331159
99,대전광역시,강변주유소,대전 유성구 엑스포로 293 (원촌동),알뜰주유소,N,1334,36.38224659999999,127.4057197
100,대전광역시,(주)상아에너지,대전 유성구 계백로 476 (방동),GS칼텍스,N,1325,36.2760595,127.2936177
101,대전광역시,구도일태전주유소,대전 유성구 엑스포로 259 (원촌동),S-OIL,Y,1335,36.379893,127.4061722
102,대전광역시,방동제일주유소,대전 유성구 계백로 324,S-OIL,Y,1325,36.2664568,127.2848476
103,대전광역시,행정타운주유소,대전 유성구 한밭대로 458 (궁동),SK에너지,Y,1357,36.3598364,127.3498297
104,대전광역시,서남부주유소,대전 유성구 유성대로 44 (원내동),GS칼텍스,Y,1329,36.3626747,127.3514259
105,대전광역시,첨단주유소,대전 유성구 가정로 27,SK에너지,N,1339,36.3845477,127.3464017
106,대전광역시,지에스칼텍스(주)원내동주유소,대전 유성구 유성대로 6 (원내동),GS칼텍스,Y,1359,36.3626747,127.3514259
107,대전광역시,주식회사 방동주유소,대전 유성구 계백로 139 (방동),GS칼텍스,Y,1325,36.2744266,127.2674261
